Immobilie,Datum,Energietyp,Verbrauch
buergerhaus-kinderhaus,29.01.22 04-05,Wärme,"150,000"
buergerhaus-kinderhaus,29.01.22 05-06,Wärme,"170,000"
buergerhaus-kinderhaus,29.01.22 06-07,Wärme,"210,000"
buergerhaus-kinderhaus,29.01.22 07-08,Wärme,"220,000"
buergerhaus-kinderhaus,29.01.22 08-09,Wärme,"160,000"
buergerhaus-kinderhaus,29.01.22 09-10,Wärme,"190,000"
buergerhaus-kinderhaus,29.01.22 10-11,Wärme,"320,000"
buergerhaus-kinderhaus,29.01.22 11-12,Wärme,"260,000"
buergerhaus-kinderhaus,29.01.22 12-13,Wärme,"180,000"
buergerhaus-kinderhaus,29.01.22 13-14,Wärme,"190,000"
buergerhaus-kinderhaus,29.01.22 14-15,Wärme,"220,000"
buergerhaus-kinderhaus,29.01.22 15-16,Wärme,"230,000"
buergerhaus-kinderhaus,29.01.22 16-17,Wärme,"190,000"
buergerhaus-kinderhaus,29.01.22 17-18,Wärme,"250,000"
buergerhaus-kinderhaus,29.01.22 18-19,Wärme,"220,000"
buergerhaus-kinderhaus,29.01.22 19-20,Wärme,"100,000"
buergerhaus-kinderhaus,29.01.22 20-21,Wärme,"160,000"
buergerhaus-kinderhaus,29.01.22 21-22,Wärme,"180,000"
buergerhaus-kinderhaus,29.01.22 22-23,Wärme,"100,000"
buergerhaus-kinderhaus,29.01.22 23-00,Wärme,"80,000"
buergerhaus-kinderhaus,28.01.22 00-01,Wärme,"80,000"
buergerhaus-kinderhaus,28.01.22 01-02,Wärme,"100,000"
buergerhaus-kinderhaus,28.01.22 02-03,Wärme,"170,000"
buergerhaus-kinderhaus,28.01.22 03-04,Wärme,"220,000"
buergerhaus-kinderhaus,28.01.22 04-05,Wärme,"270,000"
buergerhaus-kinderhaus,28.01.22 05-06,Wärme,"350,000"
buergerhaus-kinderhaus,28.01.22 06-07,Wärme,"350,000"
buergerhaus-kinderhaus,28.01.22 07-08,Wärme,"410,000"
buergerhaus-kinderhaus,28.01.22 08-09,Wärme,"400,000"
buergerhaus-kinderhaus,28.01.22 09-10,Wärme,"400,000"
buergerhaus-kinderhaus,28.01.22 10-11,Wärme,"380,000"
buergerhaus-kinderhaus,28.01.22 11-12,Wärme,"350,000"
buergerhaus-kinderhaus,28.01.22 12-13,Wärme,"230,000"
buergerhaus-kinderhaus,28.01.22 13-14,Wärme,"190,000"
buergerhaus-kinderhaus,28.01.22 14-15,Wärme,"250,000"
buergerhaus-kinderhaus,28.01.22 15-16,Wärme,"240,000"
buergerhaus-kinderhaus,28.01.22 16-17,Wärme,"240,000"
buergerhaus-kinderhaus,28.01.22 17-18,Wärme,"150,000"
buergerhaus-kinderhaus,28.01.22 18-19,Wärme,"220,000"
buergerhaus-kinderhaus,28.01.22 19-20,Wärme,"220,000"
buergerhaus-kinderhaus,28.01.22 20-21,Wärme,"240,000"
buergerhaus-kinderhaus,28.01.22 21-22,Wärme,"240,000"
buergerhaus-kinderhaus,28.01.22 22-23,Wärme,"190,000"
buergerhaus-kinderhaus,28.01.22 23-00,Wärme,"100,000"
buergerhaus-kinderhaus,27.01.22 00-01,Wärme,"140,000"
buergerhaus-kinderhaus,27.01.22 01-02,Wärme,"180,000"
buergerhaus-kinderhaus,27.01.22 02-03,Wärme,"170,000"
buergerhaus-kinderhaus,27.01.22 03-04,Wärme,"160,000"
buergerhaus-kinderhaus,27.01.22 04-05,Wärme,"250,000"
buergerhaus-kinderhaus,27.01.22 05-06,Wärme,"240,000"
buergerhaus-kinderhaus,27.01.22 06-07,Wärme,"200,000"
buergerhaus-kinderhaus,27.01.22 07-08,Wärme,"200,000"
buergerhaus-kinderhaus,27.01.22 08-09,Wärme,"200,000"
buergerhaus-kinderhaus,27.01.22 09-10,Wärme,"200,000"
buergerhaus-kinderhaus,27.01.22 10-11,Wärme,"320,000"
buergerhaus-kinderhaus,27.01.22 11-12,Wärme,"380,000"
buergerhaus-kinderhaus,27.01.22 12-13,Wärme,"300,000"
buergerhaus-kinderhaus,27.01.22 13-14,Wärme,"360,000"
buergerhaus-kinderhaus,27.01.22 14-15,Wärme,"340,000"
buergerhaus-kinderhaus,27.01.22 15-16,Wärme,"290,000"
buergerhaus-kinderhaus,27.01.22 16-17,Wärme,"240,000"
buergerhaus-kinderhaus,27.01.22 17-18,Wärme,"320,000"
buergerhaus-kinderhaus,27.01.22 18-19,Wärme,"300,000"
buergerhaus-kinderhaus,27.01.22 19-20,Wärme,"220,000"
buergerhaus-kinderhaus,27.01.22 20-21,Wärme,"210,000"
buergerhaus-kinderhaus,27.01.22 21-22,Wärme,"310,000"
buergerhaus-kinderhaus,27.01.22 22-23,Wärme,"230,000"
buergerhaus-kinderhaus,27.01.22 23-00,Wärme,"120,000"
buergerhaus-kinderhaus,16.03.22 00-01,Strom,"0,000"
buergerhaus-kinderhaus,16.03.22 01-02,Strom,"20,280"
buergerhaus-kinderhaus,16.03.22 02-03,Strom,"0,000"
buergerhaus-kinderhaus,16.03.22 03-04,Strom,"0,000"
buergerhaus-kinderhaus,16.03.22 04-05,Strom,"0,000"
buergerhaus-kinderhaus,16.03.22 05-06,Strom,"0,000"
buergerhaus-kinderhaus,16.03.22 06-07,Strom,"0,630"
buergerhaus-kinderhaus,16.03.22 07-08,Strom,"0,300"
buergerhaus-kinderhaus,16.03.22 08-09,Strom,"0,000"
buergerhaus-kinderhaus,16.03.22 09-10,Strom,"0,030"
buergerhaus-kinderhaus,16.03.22 10-11,Strom,"1,050"
buergerhaus-kinderhaus,16.03.22 11-12,Strom,"3,930"
buergerhaus-kinderhaus,16.03.22 12-13,Strom,"0,930"
buergerhaus-kinderhaus,16.03.22 13-14,Strom,"1,920"
buergerhaus-kinderhaus,16.03.22 14-15,Strom,"1,260"
buergerhaus-kinderhaus,16.03.22 15-16,Strom,"0,270"
buergerhaus-kinderhaus,16.03.22 16-17,Strom,"1,020"
buergerhaus-kinderhaus,16.03.22 17-18,Strom,"0,210"
buergerhaus-kinderhaus,16.03.22 18-19,Strom,"29,580"
buergerhaus-kinderhaus,16.03.22 19-20,Strom,"11,820"
buergerhaus-kinderhaus,16.03.22 20-21,Strom,"0,240"
buergerhaus-kinderhaus,16.03.22 21-22,Strom,"8,490"
buergerhaus-kinderhaus,16.03.22 22-23,Strom,"6,990"
buergerhaus-kinderhaus,16.03.22 23-00,Strom,"35,970"
buergerhaus-kinderhaus,15.03.22 00-01,Strom,"1,950"
buergerhaus-kinderhaus,15.03.22 01-02,Strom,"12,600"
buergerhaus-kinderhaus,15.03.22 02-03,Strom,"0,000"
buergerhaus-kinderhaus,15.03.22 03-04,Strom,"0,000"
buergerhaus-kinderhaus,15.03.22 04-05,Strom,"0,000"
buergerhaus-kinderhaus,15.03.22 05-06,Strom,"0,000"
buergerhaus-kinderhaus,15.03.22 06-07,Strom,"0,000"
buergerhaus-kinderhaus,15.03.22 07-08,Strom,"0,000"
buergerhaus-kinderhaus,15.03.22 08-09,Strom,"0,000"
buergerhaus-kinderhaus,15.03.22 09-10,Strom,"0,450"
buergerhaus-kinderhaus,15.03.22 10-11,Strom,"6,060"
buergerhaus-kinderhaus,15.03.22 11-12,Strom,"4,740"
buergerhaus-kinderhaus,15.03.22 12-13,Strom,"4,770"
buergerhaus-kinderhaus,15.03.22 13-14,Strom,"7,560"
buergerhaus-kinderhaus,15.03.22 14-15,Strom,"23,670"
buergerhaus-kinderhaus,15.03.22 15-16,Strom,"4,710"
buergerhaus-kinderhaus,15.03.22 16-17,Strom,"1,860"
buergerhaus-kinderhaus,15.03.22 17-18,Strom,"16,800"
buergerhaus-kinderhaus,15.03.22 18-19,Strom,"22,500"
buergerhaus-kinderhaus,15.03.22 19-20,Strom,"0,150"
buergerhaus-kinderhaus,15.03.22 20-21,Strom,"1,440"
buergerhaus-kinderhaus,15.03.22 21-22,Strom,"1,260"
buergerhaus-kinderhaus,15.03.22 22-23,Strom,"0,000"
buergerhaus-kinderhaus,15.03.22 23-00,Strom,"0,000"
buergerhaus-kinderhaus,14.03.22 00-01,Strom,"0,450"
buergerhaus-kinderhaus,14.03.22 01-02,Strom,"16,260"
buergerhaus-kinderhaus,14.03.22 02-03,Strom,"0,000"
buergerhaus-kinderhaus,14.03.22 03-04,Strom,"0,000"
buergerhaus-kinderhaus,14.03.22 04-05,Strom,"0,000"
buergerhaus-kinderhaus,14.03.22 05-06,Strom,"0,000"
buergerhaus-kinderhaus,14.03.22 06-07,Strom,"0,000"
buergerhaus-kinderhaus,14.03.22 07-08,Strom,"8,670"
buergerhaus-kinderhaus,14.03.22 08-09,Strom,"1,950"
buergerhaus-kinderhaus,14.03.22 09-10,Strom,"1,050"
buergerhaus-kinderhaus,14.03.22 10-11,Strom,"3,990"
buergerhaus-kinderhaus,14.03.22 11-12,Strom,"3,660"
buergerhaus-kinderhaus,14.03.22 12-13,Strom,"6,210"
buergerhaus-kinderhaus,14.03.22 13-14,Strom,"4,800"
buergerhaus-kinderhaus,14.03.22 14-15,Strom,"3,000"
buergerhaus-kinderhaus,14.03.22 15-16,Strom,"0,900"
buergerhaus-kinderhaus,14.03.22 16-17,Strom,"1,980"
buergerhaus-kinderhaus,14.03.22 17-18,Strom,"1,230"
buergerhaus-kinderhaus,14.03.22 18-19,Strom,"0,180"
buergerhaus-kinderhaus,14.03.22 19-20,Strom,"0,210"
buergerhaus-kinderhaus,14.03.22 20-21,Strom,"0,240"
buergerhaus-kinderhaus,14.03.22 21-22,Strom,"4,800"
buergerhaus-kinderhaus,14.03.22 22-23,Strom,"1,860"
buergerhaus-kinderhaus,14.03.22 23-00,Strom,"0,000"
buergerhaus-kinderhaus,13.03.22 00-01,Strom,"0,000"
buergerhaus-kinderhaus,13.03.22 01-02,Strom,"0,750"
buergerhaus-kinderhaus,13.03.22 02-03,Strom,"0,330"
buergerhaus-kinderhaus,13.03.22 03-04,Strom,"0,060"
buergerhaus-kinderhaus,13.03.22 04-05,Strom,"0,000"
buergerhaus-kinderhaus,13.03.22 05-06,Strom,"0,000"
buergerhaus-kinderhaus,13.03.22 06-07,Strom,"0,000"
buergerhaus-kinderhaus,13.03.22 07-08,Strom,"0,000"
buergerhaus-kinderhaus,13.03.22 08-09,Strom,"0,000"
buergerhaus-kinderhaus,13.03.22 09-10,Strom,"0,000"
buergerhaus-kinderhaus,13.03.22 10-11,Strom,"0,000"
buergerhaus-kinderhaus,13.03.22 11-12,Strom,"0,000"
buergerhaus-kinderhaus,13.03.22 12-13,Strom,"0,000"
buergerhaus-kinderhaus,13.03.22 13-14,Strom,"0,000"
buergerhaus-kinderhaus,13.03.22 14-15,Strom,"2,160"
buergerhaus-kinderhaus,13.03.22 15-16,Strom,"1,530"
buergerhaus-kinderhaus,13.03.22 16-17,Strom,"0,000"
buergerhaus-kinderhaus,13.03.22 17-18,Strom,"10,560"
buergerhaus-kinderhaus,13.03.22 18-19,Strom,"32,970"
buergerhaus-kinderhaus,13.03.22 19-20,Strom,"6,120"
buergerhaus-kinderhaus,13.03.22 20-21,Strom,"0,000"
buergerhaus-kinderhaus,13.03.22 21-22,Strom,"3,690"
buergerhaus-kinderhaus,13.03.22 22-23,Strom,"14,790"
buergerhaus-kinderhaus,13.03.22 23-00,Strom,"11,460"
buergerhaus-kinderhaus,12.03.22 00-01,Strom,"37,800"
buergerhaus-kinderhaus,12.03.22 01-02,Strom,"19,440"
buergerhaus-kinderhaus,12.03.22 02-03,Strom,"2,940"
buergerhaus-kinderhaus,12.03.22 03-04,Strom,"0,030"
buergerhaus-kinderhaus,12.03.22 04-05,Strom,"0,000"
buergerhaus-kinderhaus,12.03.22 05-06,Strom,"0,000"
buergerhaus-kinderhaus,12.03.22 06-07,Strom,"0,000"
buergerhaus-kinderhaus,12.03.22 07-08,Strom,"0,000"
buergerhaus-kinderhaus,12.03.22 08-09,Strom,"0,000"
buergerhaus-kinderhaus,12.03.22 09-10,Strom,"0,720"
buergerhaus-kinderhaus,12.03.22 10-11,Strom,"0,000"
buergerhaus-kinderhaus,12.03.22 11-12,Strom,"0,030"
buergerhaus-kinderhaus,12.03.22 12-13,Strom,"0,000"
buergerhaus-kinderhaus,12.03.22 13-14,Strom,"2,280"
buergerhaus-kinderhaus,12.03.22 14-15,Strom,"24,450"
buergerhaus-kinderhaus,12.03.22 15-16,Strom,"18,630"
buergerhaus-kinderhaus,12.03.22 16-17,Strom,"3,060"
buergerhaus-kinderhaus,12.03.22 17-18,Strom,"0,960"
buergerhaus-kinderhaus,12.03.22 18-19,Strom,"0,000"
buergerhaus-kinderhaus,12.03.22 19-20,Strom,"19,140"
buergerhaus-kinderhaus,12.03.22 20-21,Strom,"48,540"
buergerhaus-kinderhaus,12.03.22 21-22,Strom,"28,080"
buergerhaus-kinderhaus,12.03.22 22-23,Strom,"2,880"
buergerhaus-kinderhaus,12.03.22 23-00,Strom,"0,000"
buergerhaus-kinderhaus,11.03.22 00-01,Strom,"39,090"
buergerhaus-kinderhaus,11.03.22 01-02,Strom,"5,640"
buergerhaus-kinderhaus,11.03.22 02-03,Strom,"0,000"
buergerhaus-kinderhaus,11.03.22 03-04,Strom,"0,000"
buergerhaus-kinderhaus,11.03.22 04-05,Strom,"0,000"
buergerhaus-kinderhaus,11.03.22 05-06,Strom,"0,000"
buergerhaus-kinderhaus,11.03.22 06-07,Strom,"0,030"
buergerhaus-kinderhaus,11.03.22 07-08,Strom,"0,270"
buergerhaus-kinderhaus,11.03.22 08-09,Strom,"0,030"
buergerhaus-kinderhaus,11.03.22 09-10,Strom,"0,690"
buergerhaus-kinderhaus,11.03.22 10-11,Strom,"3,240"
buergerhaus-kinderhaus,11.03.22 11-12,Strom,"1,110"
buergerhaus-kinderhaus,11.03.22 12-13,Strom,"1,380"
buergerhaus-kinderhaus,11.03.22 13-14,Strom,"7,530"
buergerhaus-kinderhaus,11.03.22 14-15,Strom,"7,140"
buergerhaus-kinderhaus,11.03.22 15-16,Strom,"2,850"
buergerhaus-kinderhaus,11.03.22 16-17,Strom,"1,170"
buergerhaus-kinderhaus,11.03.22 17-18,Strom,"17,430"
buergerhaus-kinderhaus,11.03.22 18-19,Strom,"12,990"
buergerhaus-kinderhaus,11.03.22 19-20,Strom,"1,620"
buergerhaus-kinderhaus,11.03.22 20-21,Strom,"0,150"
buergerhaus-kinderhaus,11.03.22 21-22,Strom,"0,000"
buergerhaus-kinderhaus,11.03.22 22-23,Strom,"0,000"
buergerhaus-kinderhaus,11.03.22 23-00,Strom,"1,380"
buergerhaus-kinderhaus,10.03.22 00-01,Strom,"0,330"
buergerhaus-kinderhaus,10.03.22 01-02,Strom,"3,810"
buergerhaus-kinderhaus,10.03.22 02-03,Strom,"15,210"
buergerhaus-kinderhaus,10.03.22 03-04,Strom,"10,950"
buergerhaus-kinderhaus,10.03.22 04-05,Strom,"0,000"
buergerhaus-kinderhaus,10.03.22 05-06,Strom,"0,000"
buergerhaus-kinderhaus,10.03.22 06-07,Strom,"1,710"
buergerhaus-kinderhaus,10.03.22 07-08,Strom,"9,930"
buergerhaus-kinderhaus,10.03.22 08-09,Strom,"2,190"
buergerhaus-kinderhaus,10.03.22 09-10,Strom,"10,680"
buergerhaus-kinderhaus,10.03.22 10-11,Strom,"9,720"
buergerhaus-kinderhaus,10.03.22 11-12,Strom,"10,950"
buergerhaus-kinderhaus,10.03.22 12-13,Strom,"19,140"
buergerhaus-kinderhaus,10.03.22 13-14,Strom,"16,080"
buergerhaus-kinderhaus,10.03.22 14-15,Strom,"16,560"
buergerhaus-kinderhaus,10.03.22 15-16,Strom,"18,690"
buergerhaus-kinderhaus,10.03.22 16-17,Strom,"12,210"
buergerhaus-kinderhaus,10.03.22 17-18,Strom,"25,530"
buergerhaus-kinderhaus,10.03.22 18-19,Strom,"52,320"
buergerhaus-kinderhaus,10.03.22 19-20,Strom,"70,200"
buergerhaus-kinderhaus,10.03.22 20-21,Strom,"27,270"
buergerhaus-kinderhaus,10.03.22 21-22,Strom,"10,170"
buergerhaus-kinderhaus,10.03.22 22-23,Strom,"0,780"
buergerhaus-kinderhaus,10.03.22 23-00,Strom,"5,850"
buergerhaus-kinderhaus,09.03.22 00-01,Strom,"1,680"
buergerhaus-kinderhaus,09.03.22 01-02,Strom,"6,870"
buergerhaus-kinderhaus,09.03.22 02-03,Strom,"0,000"
buergerhaus-kinderhaus,09.03.22 03-04,Strom,"0,000"
buergerhaus-kinderhaus,09.03.22 04-05,Strom,"0,000"
buergerhaus-kinderhaus,09.03.22 05-06,Strom,"0,000"
buergerhaus-kinderhaus,09.03.22 06-07,Strom,"0,060"
buergerhaus-kinderhaus,09.03.22 07-08,Strom,"0,420"
buergerhaus-kinderhaus,09.03.22 08-09,Strom,"3,540"
buergerhaus-kinderhaus,09.03.22 09-10,Strom,"7,770"
buergerhaus-kinderhaus,09.03.22 10-11,Strom,"9,660"
buergerhaus-kinderhaus,09.03.22 11-12,Strom,"15,750"
buergerhaus-kinderhaus,09.03.22 12-13,Strom,"8,970"
buergerhaus-kinderhaus,09.03.22 13-14,Strom,"7,020"
buergerhaus-kinderhaus,09.03.22 14-15,Strom,"8,190"
buergerhaus-kinderhaus,09.03.22 15-16,Strom,"4,560"
buergerhaus-kinderhaus,09.03.22 16-17,Strom,"3,210"
buergerhaus-kinderhaus,09.03.22 17-18,Strom,"5,700"
buergerhaus-kinderhaus,09.03.22 18-19,Strom,"3,990"
buergerhaus-kinderhaus,09.03.22 19-20,Strom,"9,330"
buergerhaus-kinderhaus,09.03.22 20-21,Strom,"30,480"
buergerhaus-kinderhaus,09.03.22 21-22,Strom,"33,870"
buergerhaus-kinderhaus,09.03.22 22-23,Strom,"35,190"
buergerhaus-kinderhaus,09.03.22 23-00,Strom,"1,230"
buergerhaus-kinderhaus,08.03.22 00-01,Strom,"0,000"
buergerhaus-kinderhaus,08.03.22 01-02,Strom,"0,000"
buergerhaus-kinderhaus,08.03.22 02-03,Strom,"20,100"
buergerhaus-kinderhaus,08.03.22 03-04,Strom,"0,000"
buergerhaus-kinderhaus,08.03.22 04-05,Strom,"0,000"
buergerhaus-kinderhaus,08.03.22 05-06,Strom,"0,000"
buergerhaus-kinderhaus,08.03.22 06-07,Strom,"0,480"
buergerhaus-kinderhaus,08.03.22 07-08,Strom,"1,860"
buergerhaus-kinderhaus,08.03.22 08-09,Strom,"0,690"
buergerhaus-kinderhaus,08.03.22 09-10,Strom,"4,230"
buergerhaus-kinderhaus,08.03.22 10-11,Strom,"6,180"
buergerhaus-kinderhaus,08.03.22 11-12,Strom,"15,750"
buergerhaus-kinderhaus,08.03.22 12-13,Strom,"13,260"
buergerhaus-kinderhaus,08.03.22 13-14,Strom,"14,820"
buergerhaus-kinderhaus,08.03.22 14-15,Strom,"9,090"
buergerhaus-kinderhaus,08.03.22 15-16,Strom,"20,760"
buergerhaus-kinderhaus,08.03.22 16-17,Strom,"33,870"
buergerhaus-kinderhaus,08.03.22 17-18,Strom,"35,400"
buergerhaus-kinderhaus,08.03.22 18-19,Strom,"7,170"
buergerhaus-kinderhaus,08.03.22 19-20,Strom,"3,000"
buergerhaus-kinderhaus,08.03.22 20-21,Strom,"2,730"
buergerhaus-kinderhaus,08.03.22 21-22,Strom,"0,840"
buergerhaus-kinderhaus,08.03.22 22-23,Strom,"0,000"
buergerhaus-kinderhaus,08.03.22 23-00,Strom,"0,000"
buergerhaus-kinderhaus,07.03.22 00-01,Strom,"10,230"
buergerhaus-kinderhaus,07.03.22 01-02,Strom,"5,910"
buergerhaus-kinderhaus,07.03.22 02-03,Strom,"0,000"
buergerhaus-kinderhaus,07.03.22 03-04,Strom,"0,000"
buergerhaus-kinderhaus,07.03.22 04-05,Strom,"0,000"
buergerhaus-kinderhaus,07.03.22 05-06,Strom,"0,000"
buergerhaus-kinderhaus,07.03.22 06-07,Strom,"0,000"
buergerhaus-kinderhaus,07.03.22 07-08,Strom,"0,810"
buergerhaus-kinderhaus,07.03.22 08-09,Strom,"0,330"
buergerhaus-kinderhaus,07.03.22 09-10,Strom,"1,200"
buergerhaus-kinderhaus,07.03.22 10-11,Strom,"6,540"
buergerhaus-kinderhaus,07.03.22 11-12,Strom,"6,780"
buergerhaus-kinderhaus,07.03.22 12-13,Strom,"5,250"
buergerhaus-kinderhaus,07.03.22 13-14,Strom,"0,900"
buergerhaus-kinderhaus,07.03.22 14-15,Strom,"1,830"
buergerhaus-kinderhaus,07.03.22 15-16,Strom,"0,000"
buergerhaus-kinderhaus,07.03.22 16-17,Strom,"0,210"
buergerhaus-kinderhaus,07.03.22 17-18,Strom,"0,240"
buergerhaus-kinderhaus,07.03.22 18-19,Strom,"0,150"
buergerhaus-kinderhaus,07.03.22 19-20,Strom,"0,060"
buergerhaus-kinderhaus,07.03.22 20-21,Strom,"0,750"
buergerhaus-kinderhaus,07.03.22 21-22,Strom,"0,750"
buergerhaus-kinderhaus,07.03.22 22-23,Strom,"0,000"
buergerhaus-kinderhaus,07.03.22 23-00,Strom,"0,000"
buergerhaus-kinderhaus,06.03.22 00-01,Strom,"5,850"
buergerhaus-kinderhaus,06.03.22 01-02,Strom,"13,680"
buergerhaus-kinderhaus,06.03.22 02-03,Strom,"0,540"
buergerhaus-kinderhaus,06.03.22 03-04,Strom,"0,000"
buergerhaus-kinderhaus,06.03.22 04-05,Strom,"0,000"
buergerhaus-kinderhaus,06.03.22 05-06,Strom,"0,000"
buergerhaus-kinderhaus,06.03.22 06-07,Strom,"0,000"
buergerhaus-kinderhaus,06.03.22 07-08,Strom,"0,000"
buergerhaus-kinderhaus,06.03.22 08-09,Strom,"0,690"
buergerhaus-kinderhaus,06.03.22 09-10,Strom,"1,140"
buergerhaus-kinderhaus,06.03.22 10-11,Strom,"0,930"
buergerhaus-kinderhaus,06.03.22 11-12,Strom,"2,700"
buergerhaus-kinderhaus,06.03.22 12-13,Strom,"2,160"
buergerhaus-kinderhaus,06.03.22 13-14,Strom,"0,270"
buergerhaus-kinderhaus,06.03.22 14-15,Strom,"2,070"
buergerhaus-kinderhaus,06.03.22 15-16,Strom,"1,080"
buergerhaus-kinderhaus,06.03.22 16-17,Strom,"0,030"
buergerhaus-kinderhaus,06.03.22 17-18,Strom,"0,030"
buergerhaus-kinderhaus,06.03.22 18-19,Strom,"6,660"
buergerhaus-kinderhaus,06.03.22 19-20,Strom,"13,410"
buergerhaus-kinderhaus,06.03.22 20-21,Strom,"0,000"
buergerhaus-kinderhaus,06.03.22 21-22,Strom,"0,000"
buergerhaus-kinderhaus,06.03.22 22-23,Strom,"0,000"
buergerhaus-kinderhaus,06.03.22 23-00,Strom,"1,080"
buergerhaus-kinderhaus,05.03.22 00-01,Strom,"2,760"
buergerhaus-kinderhaus,05.03.22 01-02,Strom,"15,900"
buergerhaus-kinderhaus,05.03.22 02-03,Strom,"24,540"
buergerhaus-kinderhaus,05.03.22 03-04,Strom,"6,720"
buergerhaus-kinderhaus,05.03.22 04-05,Strom,"0,000"
buergerhaus-kinderhaus,05.03.22 05-06,Strom,"0,000"
buergerhaus-kinderhaus,05.03.22 06-07,Strom,"0,000"
buergerhaus-kinderhaus,05.03.22 07-08,Strom,"0,000"
buergerhaus-kinderhaus,05.03.22 08-09,Strom,"0,000"
buergerhaus-kinderhaus,05.03.22 09-10,Strom,"0,810"
buergerhaus-kinderhaus,05.03.22 10-11,Strom,"0,960"
buergerhaus-kinderhaus,05.03.22 11-12,Strom,"0,660"
buergerhaus-kinderhaus,05.03.22 12-13,Strom,"0,930"
buergerhaus-kinderhaus,05.03.22 13-14,Strom,"2,070"
buergerhaus-kinderhaus,05.03.22 14-15,Strom,"1,260"
buergerhaus-kinderhaus,05.03.22 15-16,Strom,"7,770"
buergerhaus-kinderhaus,05.03.22 16-17,Strom,"1,080"
buergerhaus-kinderhaus,05.03.22 17-18,Strom,"0,420"
buergerhaus-kinderhaus,05.03.22 18-19,Strom,"0,000"
buergerhaus-kinderhaus,05.03.22 19-20,Strom,"12,960"
buergerhaus-kinderhaus,05.03.22 20-21,Strom,"21,480"
buergerhaus-kinderhaus,05.03.22 21-22,Strom,"0,000"
buergerhaus-kinderhaus,05.03.22 22-23,Strom,"0,000"
buergerhaus-kinderhaus,05.03.22 23-00,Strom,"0,000"
buergerhaus-kinderhaus,04.03.22 00-01,Strom,"6,240"
buergerhaus-kinderhaus,04.03.22 01-02,Strom,"16,050"
buergerhaus-kinderhaus,04.03.22 02-03,Strom,"0,000"
buergerhaus-kinderhaus,04.03.22 03-04,Strom,"0,000"
buergerhaus-kinderhaus,04.03.22 04-05,Strom,"0,000"
buergerhaus-kinderhaus,04.03.22 05-06,Strom,"0,000"
buergerhaus-kinderhaus,04.03.22 06-07,Strom,"0,450"
buergerhaus-kinderhaus,04.03.22 07-08,Strom,"0,930"
buergerhaus-kinderhaus,04.03.22 08-09,Strom,"0,180"
buergerhaus-kinderhaus,04.03.22 09-10,Strom,"1,740"
buergerhaus-kinderhaus,04.03.22 10-11,Strom,"2,100"
buergerhaus-kinderhaus,04.03.22 11-12,Strom,"2,040"
buergerhaus-kinderhaus,04.03.22 12-13,Strom,"1,350"
buergerhaus-kinderhaus,04.03.22 13-14,Strom,"8,190"
buergerhaus-kinderhaus,04.03.22 14-15,Strom,"2,070"
buergerhaus-kinderhaus,04.03.22 15-16,Strom,"4,200"
buergerhaus-kinderhaus,04.03.22 16-17,Strom,"5,220"
buergerhaus-kinderhaus,04.03.22 17-18,Strom,"6,960"
buergerhaus-kinderhaus,04.03.22 18-19,Strom,"0,630"
buergerhaus-kinderhaus,04.03.22 19-20,Strom,"1,020"
buergerhaus-kinderhaus,04.03.22 20-21,Strom,"1,140"
buergerhaus-kinderhaus,04.03.22 21-22,Strom,"0,000"
buergerhaus-kinderhaus,04.03.22 22-23,Strom,"0,000"
buergerhaus-kinderhaus,04.03.22 23-00,Strom,"0,000"
